RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ020214,"{'1.8-汽油-88-CVT-两驱': '4384,4426x1718x1609,1579,'}"
RQ020215,"{'1.8-汽油-88-CVT-两驱': '4384x1718x1609,1579'}"
RQ020216,{'1.8-汽油-105-AT-两驱': '4720x1815x1465'}
RQ020217,{'1.8-汽油-107-AT-两驱': '4570x1775x1445'}
RQ020218,{'1.8-汽油-118-AT-四驱': '4676x1888x1765'}
RQ020219,"{'1.8-汽油-114-MT-两驱': '5340,5440x1855x2105'}"
RQ020220,{'1.8-汽油-118-DCT-两驱': '4653x1827x1478'}
RQ020221,{'1.8-汽油-118-DCT-两驱': '4799x1855x1417'}
RQ020222,{'1.8-汽油-132-DCT-两驱': '4698x1883x1676'}
RQ020223,{'1.8-汽油-118-AT-两驱': '4834x1817x1462'}
RQ020224,{'1.8-汽油-98-MT-两驱': '5090x1780x2160'}
RQ020225,"{'1.8-汽油-130-AT-两驱': '4650x1850x1695,1705'}"
RQ020226,{'1.8-汽油-118-DCT-两驱': '4870x1834x1472'}
RQ020227,{'1.8-汽油-118-AT-两驱': '4834x1817x1462'}
RQ020228,{'1.8-汽油-101-MT-两驱': '4655x1835x1760'}
RQ020229,{'1.8-汽油-98-AT-两驱': '4397x1789x1470'}
RQ020230,{'1.8-柴油-40-MT-两驱': '5030x1762x2020'}
RQ020231,"{'1.8-汽油-130-MT-两驱': '4861,4909x1820x1462'}"
RQ020232,{'1.8-汽油-130-MT-两驱': '4861x1820x1462'}
RQ020233,{'1.8-汽油-130-MT-两驱': '4861x1820x1462'}
RQ020234,{'1.8-汽油-120-MT-两驱': '4764x1942x1672'}
RQ020235,{'1.8-汽油-98-MT-两驱': '4635x1789x1470'}
RQ020236,{'1.8-柴油-40-MT-两驱': '4870x1762x2020'}
RQ020237,{'2.0-汽油-170-DCT-两驱': '4700x1925x1718'}
RQ020238,"{'1.8-柴油-46-MT-两驱': '5140x1750x2700,2550'}"
RQ020239,{'1.8-柴油-40-MT-两驱': '4480x1700x2300'}
RQ020240,"{'1.8-柴油-45-MT-两驱': '4620,4725,4920,4700,4805,5000x1615x2620'}"
RQ020241,"{'1.8-柴油-45-MT-两驱': '4620,4725,4920x1615x2620'}"
RQ020242,{'1.8-柴油-40-MT-两驱': '4200x1560x2465'}
RQ020243,{'1.8-柴油-45-MT-两驱': '4170x1630x2007'}
RQ020244,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2480'}"
RQ020245,"{'1.8-柴油-47-MT-两驱': '4235,4905x1715x2500,2600'}"
RQ020246,{'1.8-柴油-40-MT-两驱': '5040x1712x2575'}
RQ020247,"{'1.8-柴油-40-MT-两驱': '5165,4925x1635x2425'}"
RQ020248,{'1.8-柴油-40-MT-两驱': '5030x1712x2020'}
RQ020249,"{'1.8-柴油-43-MT-两驱': '4780,5090x1660x2035'}"
RQ020250,{'1.8-柴油-43-MT-两驱': '4780x1660x2035'}
RQ020251,"{'1.8-柴油-50-MT-两驱': '4720,4780,4945,5005x1605x1990'}"
RQ020252,{'1.8-柴油-50-MT-两驱': '4870x1712x2510'}
RQ020253,"{'1.8-柴油-50-MT-两驱': '4950,5250,5150x1750x2530'}"
RQ020254,"{'1.8-柴油-50-MT-两驱': '4950,5250x1750x2530'}"
RQ020255,"{'1.8-柴油-45-MT-两驱': '5370,5020x1750x2610,2510'}"
RQ020256,"{'1.8-柴油-45-MT-两驱': '5420,5070x1720,1780x2610,2510'}"
RQ020257,"{'1.8-柴油-45-MT-两驱': '5420x1720x2610,2510'}"
RQ020258,{'1.8-柴油-40-MT-两驱': '4785x1650x2575'}
RQ020259,{'1.8-柴油-40-MT-两驱': '4880x1762x2575'}
RQ020260,"{'1.8-柴油-50-MT-两驱': '4986,5186x1760,1815x2574'}"
RQ020261,"{'1.8-柴油-50-MT-两驱': '4986,5186x1760x2574'}"
RQ020262,"{'1.8-柴油-45-MT-两驱': '4890,5190x1750x2420'}"
RQ020263,"{'1.8-柴油-45-MT-两驱': '4890,5090x1750x2480'}"
RQ020264,{'1.8-柴油-40-MT-两驱': '4200x1560x2465'}
RQ020265,{'1.8-柴油-43-MT-两驱': '5030x1712x2510'}
RQ020266,"{'1.8-柴油-40-MT-两驱': '4780,5090x1660x2540'}"
RQ020267,{'1.8-柴油-40-MT-两驱': '4780x1660x2540'}
RQ020268,{'1.8-柴油-40-MT-两驱': '4745x1650x2575'}
RQ020269,{'1.8-柴油-50-MT-两驱': '5030x1712x2020'}
RQ020270,"{'1.8-柴油-50-MT-两驱': '4855,4935,5115,5195x1615x2030'}"
RQ020271,"{'1.8-柴油-50-MT-两驱': '4425,4530x1610x1925'}"
RQ020272,{'1.8-柴油-50-MT-两驱': '4840x1610x2580'}
RQ020273,"{'1.8-柴油-50-MT-两驱': '5030,4990x1712x2510'}"
RQ020274,"{'1.8-柴油-50-MT-两驱': '5030,4990x1712x2020'}"
RQ020275,"{'1.8-柴油-46-MT-两驱': '4750,4950,5150x1750x2530,2430'}"
RQ020276,"{'1.8-柴油-46-MT-两驱': '4750,4950x1750x2530,2430'}"
RQ020277,"{'1.8-柴油-46-MT-两驱': '4820,5120x1750x2530,2430'}"
RQ020278,{'1.8-柴油-40-MT-两驱': '5030x1712x2020'}
RQ020279,"{'1.8-柴油-50-MT-两驱': '4880,5040x1712,1754x2575'}"
RQ020280,{'1.8-柴油-50-MT-两驱': '5005x1605x1995'}
RQ020281,"{'1.8-柴油-40-MT-两驱': '5120,5260x1630x2460'}"
RQ020282,{'1.8-柴油-40-MT-两驱': '5120x1630x2460'}
RQ020283,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2150'}"
RQ020284,{'1.8-汽油-98-MT-两驱': '4480x1770x1462'}
RQ020285,"{'1.8-柴油-45-MT-两驱': '5030,5380x1700x2350,2450'}"
RQ020286,"{'1.8-柴油-50-MT-两驱': '5517,5750,5495,4800,4885,5330x1920,1970,1740,2010x2200,2150,2420,2400'}"
RQ020287,"{'1.8-柴油-50-MT-两驱': '5517,5750,5495x1920,1970x2200'}"
RQ020288,"{'1.8-柴油-50-MT-两驱': '5517,5750x1920x2200'}"
RQ020289,{'1.8-柴油-50-MT-两驱': '5030x1778x2055'}
RQ020290,"{'1.9-柴油-100-MT-四驱': '5219,5330x1870x1844,1864'}"
RQ020291,"{'1.9-柴油-100-MT-四驱': '5219x1870x1844,1864'}"
RQ020292,"{'1.5-汽油-81-AT-两驱': '3970,3980x1722x1470'}"
RQ020293,{'1.5-汽油-81-AT-两驱': '3970x1722x1470'}
RQ020294,"{'1.5-汽油-82-MT-两驱': '4740,4790,4390x1630x2375,2505'}"
RQ020295,"{'1.5-汽油-82-MT-两驱': '4740,4790x1630x2375,2505'}"
RQ020296,"{'1.5-汽油-82-MT-两驱': '4740x1630x2375,2505'}"
RQ020297,{'1.5-汽油-110-MT-两驱': '5020x1877x1469'}
RQ020298,{'1.5-汽油-110-CVT-两驱': '4510x1835x1610'}
RQ020299,{'1.5-汽油-82-MT-两驱': '5220x1700x2045'}
RQ020300,{'1.5-汽油-82-MT-两驱': '5270x1760x2045'}
RQ020301,{'1.5-汽油-110-CVT-两驱': '4405x1809x1685'}
RQ020302,"{'1.5-汽油-83-CVT-两驱': '4508x1760x1750,1715'}"
RQ020303,"{'1.5-汽油-82-MT-两驱': '4508x1760x1750,1715'}"
RQ020304,"{'1.5-汽油-82-MT-两驱': '5030,5105x1728,1778x2060'}"
RQ020305,"{'1.5-汽油-110-AT-两驱': '4705,4680x1800x1750,1775'}"
RQ020306,"{'1.5-汽油-110-AT-两驱': '4705x1800x1750,1775'}"
RQ020307,"{'1.5-汽油-82-MT-两驱': '5390x1782,1862,1824,1904x2625'}"
RQ020308,"{'1.5-汽油-85-CVT-两驱': '4565x1725x1790,1810'}"
RQ020309,"{'1.5-汽油-82-MT-两驱': '5020x1790x2440,2570,2510,2640'}"
RQ020310,"{'1.5-汽油-82-MT-两驱': '5020x1790x2440,2570'}"
RQ020311,{'1.5-汽油-82-MT-两驱': '4905x1690x2020'}
RQ020312,"{'1.5-汽油-82-MT-两驱': '4740,4940x1655x2520'}"
RQ020313,{'1.5-汽油-82-MT-两驱': '5080x1735x2135'}
RQ020314,"{'1.5-汽油-82--': '4850,5435x1630x2325,2475'}"
RQ020315,"{'1.5-汽油-82--': '4850x1630x2325,2475'}"
RQ020316,"{'1.5-汽油-110-AT-两驱': '4705,4680x1800x1775'}"
RQ020317,"{'1.5-汽油-82-MT-两驱': '4880x1600x1930,1990'}"
RQ020318,{'1.5--84-CVT-两驱': '4620x1820x1490'}
RQ020319,"{'1.5-汽油-81-MT-两驱': '4515x1750x1790,1820'}"
RQ020320,{'1.5-汽油-125-DCT-两驱': '4425x1815x1510'}
RQ020321,{'1.5-汽油-82-MT-两驱': '5375x1750x2700'}
RQ020322,{'1.5-汽油-124-DCT-两驱': '4462x1857x1638'}
RQ020323,{'1.6-汽油-74.2-MT-两驱': '4338x1725x1920'}
RQ020324,{'1.6-汽油-91-DCT-两驱': '4195x1780x1622'}
RQ020325,"{'1.5-汽油-78-MT-两驱': '4440x1670x1783,1855'}"
RQ020326,"{'1.5-汽油-78-MT-两驱': '4440x1700x1783,1855'}"
RQ020327,"{'1.5-汽油-131-MT-两驱': '4650x1850x1695,1705'}"
RQ020328,"{'1.5-汽油-110-CVT-两驱': '4480x1809,1837x1680'}"
RQ020329,{'1.5-汽油-82-MT-两驱': '5450x1800x2050'}
RQ020330,"{'1.6-汽油-74.2-MT-两驱': '4199x1735x1603,1643'}"
RQ020331,"{'1.6-汽油-86-MT-两驱': '4316,4336x1773,1800x1483,1496'}"
RQ020332,{'1.6-汽油-78-AT-两驱': '4351x1760x1528'}
RQ020333,{'1.6-汽油-78-MT-两驱': '4680x1815x1525'}
RQ020334,"{'1.6-汽油-78-MT-两驱': '4420x1695x1825,1880'}"
RQ020335,{'1.6-汽油-78-MT-两驱': '4420x1695x1825'}
RQ020336,"{'1.6-汽油-78-MT-两驱': '4287x1751x1642,1662'}"
RQ020337,{'1.6-汽油-90-CVT-两驱': '4300x1765x1585'}
RQ020338,"{'1.6--80-MT-两驱': '4490x1730x1545,1555'}"
RQ020339,{'1.6-汽油-78-MT-两驱': '4600x1800x1475'}
RQ020340,{'1.6-汽油-92-AT-两驱': '4698x1806x1477'}
RQ020341,{'1.6-汽油-93.8-AT-两驱': '4570x1775x1445'}
RQ020342,{'1.6-汽油-85-MT-两驱': '4527x1836x1682'}
RQ020343,{'1.6-汽油-90-CVT-两驱': '4515x1812x1725'}
RQ020344,"{'1.6-汽油-71-MT-两驱': '5035x1900x2450,2560,2500'}"
RQ020345,"{'1.6-汽油-71-MT-两驱': '5035x1900x2450,2560'}"
RQ020346,{'1.6-汽油-71-MT-两驱': '5035x1900x2450'}
RQ020347,"{'1.6-汽油-87-AT-两驱': '4708,4740x1788x1475'}"
RQ020348,{'1.6-汽油-87-AT-两驱': '4708x1788x1475'}
RQ020349,{'1.6-汽油-78-MT-两驱': '4600x1800x1475'}
RQ020350,{'1.6-汽油-85-MT-两驱': '4550x1705x1495'}
RQ020351,{'1.6--70-MT-两驱': '4415x1674x1415'}
RQ020352,"{'1.6-汽油-130-DCT-两驱': '4195x1800x1575,1565,1550'}"
RQ020353,{'1.6-汽油-86.5-MT-两驱': '4700x1802x1478'}
RQ020354,{'1.6-汽油-132.4-DCT-两驱': '4855x1865x1485'}
RQ020355,{'1.6-汽油-77-AT-两驱': '3916x1650x1465'}
RQ020356,{'1.6-汽油-93-MT-两驱': '4610x1760x1495'}
RQ020357,{'1.6-汽油-86-MT-两驱': '4480x1695x1535'}
RQ020358,{'1.6-汽油-77-AT-两驱': '4031x1658x1541'}
RQ020359,{'1.6-汽油-86-MT-两驱': '4665x1700x1510'}
RQ020360,{'1.6-汽油-86-AT-两驱': '4598x1797x1477'}
RQ020361,{'1.6-汽油-86-AT-两驱': '4280x1695x1535'}
RQ020362,{'1.6-汽油-123-AT-两驱': '4805x1860x1458'}
RQ020363,{'1.6-汽油-89-MT-两驱': '4399x1735x1517'}
RQ020364,{'1.6-汽油-81-MT-两驱': '4304x1706x1475'}
RQ020365,{'1.6-汽油-92-MT-两驱': '4620x1820x1490'}
RQ020366,{'1.6-汽油-92-AT-两驱': '4425x1815x1485'}
RQ020367,{'1.6-汽油-81-MT-两驱': '4501x1706x1469'}
RQ020368,"{'1.6-汽油-89-MT-两驱': '4598,4623x1797x1477'}"
RQ020369,{'1.6-汽油-89-MT-两驱': '4598x1797x1477'}
RQ020370,{'1.6-汽油-81-MT-两驱': '4501x1706x1469'}
RQ020371,{'1.6-汽油-81-AT-两驱': '4454x1765x1460'}
RQ020372,{'1.6-汽油-81-MT-两驱': '4605x1765x1460'}
RQ020373,{'1.6-汽油-123-AT-两驱': '4435x1843x1510'}
RQ020374,{'1.6-汽油-91-AT-两驱': '4530x1745x1498'}
RQ020375,{'1.6-汽油-86-AT-两驱': '4480x1695x1535'}
RQ020376,{'1.6-汽油-116-MT-两驱': '4800x1819x1484'}
RQ020377,{'1.6-汽油-90-MT-两驱': '4630x1775x1480'}
RQ020378,"{'1.6-柴油-42-MT-两驱': '3960,4115x1415,1490x2420'}"
RQ020379,"{'1.6-柴油-42-MT-两驱': '4620,4725,4700,4805,4270,4350x1615x2620'}"
RQ020380,"{'1.6-柴油-42-MT-两驱': '4620,4725x1615x2620'}"
RQ020381,"{'1.6-汽油-76.5-MT-两驱': '4525,4545x1725x1425'}"
RQ020382,{'1.6-汽油-76.5-MT-两驱': '4525x1725x1425'}
RQ020383,"{'1.6-汽油-92-AT-两驱': '4575x1750x1500,1525'}"
RQ020384,{'1.6-汽油-89-MT-两驱': '4614x1786x1625'}
RQ020385,{'1.6-汽油-81-MT-两驱': '4675x1814x1460'}
RQ020386,"{'1.6-汽油-91-AT-两驱': '4530x1745x1498,1526'}"
RQ020387,{'1.6-汽油-91-AT-两驱': '4530x1745x1498'}
RQ020388,{'1.6-汽油-140-CVT-两驱': '4295x1760x1523'}
RQ020389,{'1.8-汽油-105-MT-两驱': '4820x1807x1450'}
RQ020390,{'1.8-汽油-94.9-MT-两驱': '4770x1820x1420'}
RQ020391,"{'1.8-汽油-101-MT-两驱': '4710x1855,1885x1750,1770'}"
RQ020392,"{'1.8-汽油-101-MT-两驱': '4710x1855x1750,1770'}"
RQ020393,"{'1.8-汽油-110-AT-两驱': '4391x1794x1670,1650'}"
RQ020394,"{'1.8-汽油-150-AT-两驱': '4510x1850x1662,1628'}"
RQ020395,"{'1.8-汽油-88-CVT-两驱': '4384,4426x1718x1609,1579'}"
RQ020396,"{'1.8-汽油-88-CVT-两驱': '4384x1718x1609,1579'}"
RQ020397,{'1.8-汽油-105-AT-两驱': '4720x1815x1465'}
RQ020398,{'1.8-汽油-107-AT-两驱': '4570x1775x1445'}
RQ020399,{'1.8-汽油-118-MT-两驱': '4676x1888x1765'}
RQ020400,"{'1.8-汽油-114-MT-两驱': '4990,4890x1855x2105'}"
RQ020401,{'1.8-汽油-118-MT-两驱': '4653x1827x1478'}
RQ020402,"{'1.8-汽油-98-MT-两驱': '5155x1900,1930x2450,2500'}"
RQ020403,"{'1.8-汽油-98-MT-两驱': '5155x1900x2450,2500'}"
RQ020404,{'1.8-汽油-110-CVT-两驱': '4570x1760x1490'}
RQ020405,{'1.8-汽油-101-MT-两驱': '4655x1835x1760'}
RQ020406,{'1.8-柴油-40-MT-两驱': '4870x1712x2510'}
RQ020407,"{'1.8-汽油-130-MT-两驱': '4631,4648x1893x1694,1686'}"
RQ020408,{'1.8-汽油-130-MT-两驱': '4631x1893x1694'}
RQ020409,"{'1.8-汽油-130-AT-两驱': '4861,4909x1820x1462'}"
RQ020410,{'1.8-汽油-130-AT-两驱': 'x1820x1462'}
RQ020411,{'1.8-汽油-130-AT-两驱': '4861x1820x1462'}
RQ020412,"{'1.8--98-MT-两驱': '4635,4631x1789x1470'}"
RQ020413,{'1.8-汽油-100-MT-两驱': '4664x1750x1505'}
RQ020414,{'1.8-柴油-40-MT-两驱': '4925x1700x2020'}
RQ020415,{'1.8-汽油-98-MT-两驱': '4682x1725x1485'}
RQ020416,"{'1.8-柴油-46-MT-两驱': '4750,4950x1750x2100'}"
RQ020417,"{'1.8-柴油-46-MT-两驱': '4820,5020x1750x2100'}"
RQ020418,"{'1.8-柴油-40-MT-两驱': '5000x1650,1740x2530,2630'}"
RQ020419,"{'1.8-柴油-45-MT-两驱': '4620,4725,4920,4700,4805,5000x1615x1980'}"
RQ020420,"{'1.8-柴油-45-MT-两驱': '4620,4725,4920x1615x1980'}"
RQ020421,"{'1.8-柴油-40-MT-两驱': '4425,4530x1610x2465'}"
RQ020422,{'1.8-柴油-45-MT-两驱': '4640x1630x2007'}
RQ020423,"{'1.8-柴油-45-MT-两驱': '4790,4870,5190,5270x1775x2480'}"
RQ020424,"{'1.8-柴油-47-MT-两驱': '4820x1715x2500,2600'}"
RQ020425,{'1.8-柴油-40-MT-两驱': '5040x1712x2575'}
RQ020426,{'1.8-柴油-40-MT-两驱': '4765x1635x2425'}
RQ020427,{'1.8-柴油-40-MT-两驱': '5030x1712x2020'}
RQ020428,"{'1.8-柴油-40-MT-两驱': '4780,5090x1660x2035'}"
RQ020429,{'1.8-柴油-40-MT-两驱': '4780x1660x2035'}
RQ020430,"{'1.8-柴油-50-MT-两驱': '4760,4820,4985,5045x1650x2440,2570'}"
RQ020431,{'1.8-柴油-45-MT-两驱': '5030x1712x2510'}
RQ020432,"{'1.8-柴油-40-MT-两驱': '5190,5440x1750x2040'}"
RQ020433,"{'1.8-柴油-45-MT-两驱': '5370,5020x1750x2610,2510'}"
RQ020434,"{'1.8-柴油-45-MT-两驱': '5420,5070x1720,1780x2610,2510'}"
RQ020435,"{'1.8-柴油-45-MT-两驱': '5420x1720x2610,2510'}"
RQ020436,{'1.8-柴油-43-MT-两驱': '4785x1650x2575'}
RQ020437,"{'1.8-柴油-43-MT-两驱': '5040,4990x1712x2575'}"
RQ020438,{'1.8-柴油-43-MT-两驱': '5040x1712x2575'}
RQ020439,"{'1.8-柴油-50-MT-两驱': '4420,4480,4940,5000x1555,1650x2420'}"
RQ020440,"{'1.8-柴油-50-MT-两驱': '5190,5440,5640x1750x2040,2090'}"
RQ020441,"{'1.8-柴油-50-MT-两驱': '5190,5440,5640x1750x2040'}"
RQ020442,"{'1.8-柴油-40-MT-两驱': '4425,4530x1610x2465'}"
RQ020443,"{'1.8-柴油-40-MT-两驱': '5040,4990x1712x2575'}"
RQ020444,{'1.8-柴油-40-MT-两驱': '5040x1712x2575'}
RQ020445,{'1.8-柴油-40-MT-两驱': '4870x1712x2510'}
RQ020446,{'1.8-柴油-43-MT-两驱': '5030x1762x2020'}
RQ020447,"{'1.8-柴油-40-MT-两驱': '4740,5075x1660x2025'}"
RQ020448,{'1.8-柴油-40-MT-两驱': '4740x1660x2025'}
RQ020449,"{'1.8-柴油-50-MT-两驱': '4675,4755,5025,5105x1616x1990'}"
RQ020450,"{'1.8-柴油-45-MT-两驱': '4490,4660x1610x1945'}"
RQ020451,"{'1.8-柴油-50-MT-两驱': '5630,5980x1735x2120'}"
RQ020452,"{'1.8-柴油-50-MT-两驱': '5230x1780x2520,2720'}"
RQ020453,{'1.8-柴油-45-MT-两驱': '4870x1712x2510'}
RQ020454,{'1.8-柴油-40-MT-两驱': '4870x1712x2510'}
RQ020455,{'1.8-柴油-40-MT-两驱': '5030x1712x2020'}
RQ020456,"{'1.8-柴油-50-MT-两驱': '4870,5030x1728x2050'}"
RQ020457,{'1.8-柴油-50-MT-两驱': '5005x1605x1995'}
RQ020458,"{'1.8-柴油-40-MT-两驱': '5120,5260x1630x2460'}"
RQ020459,{'1.8-柴油-40-MT-两驱': '5120x1630x2460'}
RQ020460,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240,4890x1775,1850x2540,2640'}"
RQ020461,"{'1.8-柴油-45-MT-两驱': '4760,4840,5160,5240x1775x2540'}"
RQ020462,{'1.8-汽油-98-AT-两驱': '4480x1770x1462'}
RQ020463,"{'1.8-柴油-50-MT-两驱': '5145,5170x1660,1710x2500,2600'}"
RQ020464,"{'1.8-柴油-45-MT-两驱': '4745,4995x1700x2455,2555'}"
RQ020465,"{'1.8-柴油-50-MT-两驱': '5190,5640x1750x2060,2110'}"
RQ020466,"{'1.8-柴油-50-MT-两驱': '5190,5640x1750x2060'}"
RQ020467,{'1.8-柴油-50-MT-两驱': '5030x1728x2060'}
RQ020468,{'1.9-柴油-100-MT-两驱': '4771x1870x1828'}
RQ020469,{'1.5--85-MT-两驱': '4500x1680x2000'}
RQ020470,"{'1.5-汽油-82-MT-两驱': '5505x1880x2470,2570'}"
RQ020471,"{'1.5-汽油-82-MT-两驱': '5090,5145x1710,1775x2500,2630'}"
RQ020472,"{'1.5-汽油-82-MT-两驱': '4805x1655x2240,2410'}"
RQ020473,"{'1.5-汽油-82-MT-两驱': '4775x1630x2430,2600'}"
RQ020474,"{'1.5-汽油-85-MT-两驱': '4365x1720x1770,1790'}"
RQ020475,{'1.5-汽油-84-MT-两驱': '4415x1710x1475'}
RQ020476,{'1.5-汽油-88-MT-两驱': '4475x1770x1475'}
RQ020477,"{'1.5-汽油-82-MT-两驱': '4720,4760,4370x1610x1900,1925'}"
RQ020478,"{'1.5-汽油-82-MT-两驱': '4720,4760x1610x1900,1925'}"
RQ020479,{'1.5-汽油-82-MT-两驱': '4720x1610x1900'}
RQ020480,"{'1.5-汽油-82-MT-两驱': '5480,5820,5765,5425,5175x1700,1720x2140'}"
RQ020481,"{'1.5-汽油-82-MT-两驱': '5480,5820x1700,1720x2140'}"
RQ020482,{'1.5-汽油-85-AT-两驱': '4300x1815x1640'}
RQ020483,{'1.5-汽油-135-AT-两驱': '4368x1823x1483'}
RQ020484,"{'1.5-汽油-82-MT-两驱': '5440x1780x2060,2080'}"
RQ020485,{'1.5-汽油-82-MT-两驱': '5440x1780x2060'}
RQ020486,{'1.5-汽油-82-MT-两驱': '5490x1880x2060'}
RQ020487,{'1.5-汽油-110-CVT-两驱': '4405x1809x1685'}
RQ020488,"{'1.5-汽油-83-CVT-两驱': '4508x1760x1750,1715'}"
RQ020489,"{'1.5-汽油-82-MT-两驱': '4508x1760x1750,1715'}"
RQ020490,"{'1.5-汽油-82-MT-两驱': '5040x1712,1754,1762,1804x2575'}"
RQ020491,"{'1.5-汽油-110-AT-两驱': '4705,4680x1800x1750,1775'}"
RQ020492,"{'1.5-汽油-110-AT-两驱': '4705x1800x1750,1775'}"
RQ020493,"{'1.5-汽油-82-MT-两驱': '5530x1798,1878x2110'}"
RQ020494,{'1.5-汽油-82-MT-两驱': '5115x1735x2110'}
RQ020495,"{'1.5-汽油-82-MT-两驱': '5260,5716x1790x2440,2570,2510,2640'}"
RQ020496,"{'1.5-汽油-82-MT-两驱': '5260,5716x1790x2440,2570'}"
RQ020497,"{'1.5-汽油-80-MT-两驱': '5588,5388x1880,1780x2120'}"
RQ020498,"{'1.5-汽油-80-MT-两驱': '5588,5388x1880x2120'}"
RQ020499,{'1.5-汽油-80-MT-两驱': '5588x1880x2120'}
RQ020500,"{'1.5-汽油-80-MT-两驱': '4930x1820,1720x1995,1975'}"
RQ020501,{'1.5-汽油-80-MT-两驱': '4930x1820x1995'}
RQ020502,{'1.5-汽油-82-MT-两驱': '4325x1680x1870'}
RQ020503,"{'1.5-汽油-82--': '4850,5435x1615x2450,2350,2250'}"
RQ020504,"{'1.5-汽油-82--': '4850x1615x2450,2350,2250'}"
RQ020505,{'1.5-汽油-115-AT-两驱': '4500x1855x1690'}
RQ020506,"{'1.5-汽油-84-MT-两驱': '4880x1600x1930,1990'}"
RQ020507,"{'1.5-汽油-81-MT-两驱': '4515x1750x1790,1820'}"
RQ020508,{'1.5-汽油-125-DCT-两驱': '4425x1815x1510'}
RQ020509,"{'1.5-汽油-82-MT-两驱': '5035,5225x1750x2615'}"
RQ020510,"{'1.5-汽油-82-MT-两驱': '5295x1735x2070,2090'}"
RQ020511,{'1.5-汽油-82-MT-两驱': '5295x1735x2070'}
RQ020512,{'1.6-汽油-74.2-MT-两驱': '4338x1725x1940'}
RQ020513,"{'1.6-汽油-91-MT-两驱': '4395x1783x1573,1607'}"
RQ020514,{'1.6-汽油-81-MT-两驱': '4552x1750x1483'}
RQ020515,"{'1.5-汽油-78-MT-两驱': '4440x1670x1783,1855'}"
RQ020516,"{'1.5-汽油-78-MT-两驱': '4440x1700x1783,1855'}"
RQ020517,"{'1.5-汽油-110-CVT-两驱': '4480x1809,1837x1680'}"
RQ020518,"{'1.5-汽油-85-MT-两驱': '4715,4645x1720x1940'}"
RQ020519,"{'1.6-汽油-83-MT-两驱': '5055,5115x1720x2100'}"
RQ020520,{'1.6-汽油-86-AT-两驱': '4588x1773x1486'}
RQ020521,"{'1.6-汽油-86-AT-两驱': '4212,4249x1762,1786x1531,1556'}"
RQ020522,"{'1.6-汽油-78-AT-两驱': '4212,4249x1762,1786x1531,1556'}"
RQ020523,{'1.6-汽油-78-MT-两驱': '4367x1708x1413'}
RQ020524,{'1.6-汽油-90-CVT-四驱': '4300x1765x1580'}
RQ020525,{'1.6-汽油-80-MT-两驱': '4350x1690x1545'}
RQ020526,{'1.6-汽油-84-MT-两驱': '4025x1740x1635'}
RQ020527,{'1.6-汽油-92-MT-两驱': '4698x1806x1477'}
RQ020528,{'1.6-汽油-93.8-MT-两驱': '4570x1775x1445'}
RQ020529,{'1.6-汽油-85-MT-两驱': '4746x1882x1700'}
RQ020530,{'1.6-汽油-90-MT-两驱': '4515x1812x1725'}
RQ020531,"{'1.6--71-MT-两驱': '5035x1900x2450,2560,2500'}"
RQ020532,"{'1.6--71-MT-两驱': '5035x1900x2450,2560'}"
RQ020533,"{'1.6-汽油-85-MT-两驱': '4040x1700x1473,1520'}"
RQ020534,{'1.6-汽油-85-MT-两驱': '4040x1700x1473'}
RQ020535,{'1.6--76-MT-两驱': '4600x1785x1435'}
RQ020536,"{'1.6-汽油-130-DCT-两驱': '4195x1800x1575,1565,1550'}"
RQ020537,{'1.6-汽油-86.5-MT-两驱': '4700x1802x1478'}
RQ020538,{'1.6-汽油-132.4-DCT-两驱': '4855x1865x1485'}
RQ020539,{'1.6-汽油-77-MT-两驱': '3992x1642x1500'}
RQ020540,{'1.6-汽油-93-MT-两驱': '4610x1760x1495'}
RQ020541,{'1.6-汽油-86-MT-两驱': '4480x1695x1535'}
RQ020542,{'1.6-汽油-135-MT-两驱': '4830x1856x1484'}
RQ020543,{'1.6--85.8-MT-两驱': '4365x1695x1410'}
RQ020544,{'1.6-汽油-86-MT-两驱': '4280x1695x1535'}
RQ020545,{'1.6-汽油-77-AT-两驱': '4523x1775x1467'}
RQ020546,{'1.6-汽油-90-AT-两驱': '4545x1760x1490'}
RQ020547,{'1.6-汽油-81-AT-两驱': '4304x1706x1475'}
RQ020548,{'1.6-汽油-92-MT-两驱': '4620x1820x1490'}
RQ020549,{'1.6-汽油-92-MT-两驱': '4425x1815x1485'}
RQ020550,{'1.6-汽油-81-AT-两驱': '4501x1706x1469'}
RQ020551,"{'1.6-汽油-135-MT-两驱': '4598,4623x1797x1477'}"
RQ020552,{'1.6-汽油-135-MT-两驱': '4598x1797x1477'}
RQ020553,{'1.6-汽油-81-AT-两驱': '4501x1706x1469'}
RQ020554,{'1.6-汽油-81-AT-两驱': '4605x1765x1460'}
RQ020555,{'1.6-汽油-93-MT-两驱': '4631x1760x1503'}
RQ020556,"{'1.6-汽油-91-AT-两驱': '4530x1745x1498,1526'}"
RQ020557,{'1.6-汽油-91-AT-两驱': '4530x1745x1498'}
RQ020558,{'1.6-汽油-86-AT-两驱': '4480x1695x1535'}
