ba05b3f264eb6598f2e8b6c2401121cc,奥迪,一汽-大众奥迪,奥迪A4L,1.8T,手动变速箱(MT),2010,A4L
a59e4651e9afd717ed03b8849a3cb7d7,黄海,曙光汽车,挑战者SUV,2.8TD,手动变速箱(MT),2006,挑战者
f765d8b94095e62c918ae6348c87d679,黄海,曙光汽车,挑战者SUV,2.8TD,手动变速箱(MT),2003,挑战者
dee95498aefc564809dc9235cda0ad6a,黄海,曙光汽车,挑战者SUV,3.2TD,手动变速箱(MT),2006,挑战者
39c0babf3765917be85dabd227dc1fc3,黄海,曙光汽车,旗胜V3,1.9TD,手动变速箱(MT),2012,旗胜V3
0ae8c418b15cd47566434dd8ca6bf772,黄海,曙光汽车,旗胜V3,2,手动变速箱(MT),2012,旗胜V3
c2ec39439e9c6930926569d1346a6252,黄海,曙光汽车,旗胜,2,手动变速箱(MT),2009,旗胜CUV
f8fc23209e8b54dc06c266e698fe6553,黄海,曙光汽车,旗胜,2,手动变速箱(MT),2008,旗胜CUV
79d9c2edbb399876827465b408842826,黄海,曙光汽车,旗胜,2.4,手动变速箱(MT),2009,旗胜CUV
ead50823d1ef49156013174417284b10,黄海,曙光汽车,旗胜,2.4,自动变速箱(AT),2009,旗胜CUV
e258f7f41bd6bf0c524857a07b4dc85b,黄海,曙光汽车,旗胜,2.4,手动变速箱(MT),2007,旗胜CUV
807385210e7725cb5c38ed40e25f084d,黄海,曙光汽车,旗胜,2.5TD,手动变速箱(MT),2009,旗胜CUV
9367362232b8d82f9c277bb4a2759083,黄海,曙光汽车,旗胜,2.5TD,手动变速箱(MT),2008,旗胜CUV
e412fc1c49ce08a61c94c6634ad6925c,黄海,曙光汽车,翱龙CUV,2,手动变速箱(MT),2006,翱龙
f2e3e528617bead249159faa397b9a32,黄海,曙光汽车,翱龙CUV,2.2,手动变速箱(MT),2006,翱龙
5605880e39851a6c5ae0ae57c4ec7ac5,黄海,曙光汽车,翱龙CUV,2.4,手动变速箱(MT),2006,翱龙
5d0515e5d8a199435a6f65b2ed0d7600,黄海,曙光汽车,翱龙CUV,2.8TD,手动变速箱(MT),2006,翱龙
74fe5cd841b4ae4db0969d46230612b1,黄海,曙光汽车,领航者,2.2,手动变速箱(MT),2005,领航者
9afae1f479db93ec253267cbbe2ab86c,黄海,曙光汽车,领航者,2.4,手动变速箱(MT),2005,领航者
91d1d5fdf11910b789f096eb0fdf3497,华普,华普汽车,海迅M203,1.5,手动变速箱(MT),2003,海迅M203
e8c323ae9936525b77c07ee91b9a59e1,华普,华普汽车,朗风,1.6,手动变速箱(MT),2003,朗风
ecd999067bae16bb4ecd77d1b5085cbb,华普,华普汽车,杰士达美鹿,1.3,手动变速箱(MT),2002,杰士达美鹿 两厢
84c7ac053c65b7fb4f0c39d58b88766d,华普,华普汽车,海域,1.3,手动变速箱(MT),2008,海域 两厢
fdad1675ac4632943a94136445749656,华普,华普汽车,海域,1.3,手动变速箱(MT),2006,海域 两厢
a0c2892c375375ebe5d5d50467f6585b,华普,华普汽车,海域,1.3,手动变速箱(MT),2006,海域 AA
a87d56400c8968a765b7924115ad717b,华普,华普汽车,海域,1.5,手动变速箱(MT),2008,海域 三厢
eb1aa5731d503f47c87ee8a3a1626ca4,华普,华普汽车,海域,1.5,手动变速箱(MT),2004,海域MA
c4d2346cd6e48d17b20f1a131f9a7bfd,华普,华普汽车,海域,1.8,手动变速箱(MT),2005,海域 305
9b11efd84d57aab076ae5f7bc364ce11,华普,华普汽车,海尚,1.5,手动变速箱(MT),2008,海尚
b0a5bd06588919d8dcd0ae3bc30012b7,华普,华普汽车,海尚,1.5,手动变速箱(MT),2007,海尚
ab20810bab70a14217d287ab9f14669e,华普,华普汽车,海尚,1.5,手动变速箱(MT),2006,海尚 MA
d68d6dab704779e65001050252e63b1b,华普,华普汽车,海尚,1.8,手动变速箱(MT),2008,海尚
23c84dbfcd0bf3853d18914e573e9cae,华普,华普汽车,海尚,1.8,手动变速箱(MT),2007,海尚
ba64a52acbbce55c4cdeda47f7f38360,华普,华普汽车,海尚,1.8,手动变速箱(MT),2005,海尚 MA
a5ca04f085e27266bfc3c4314480aa22,华普,华普汽车,海迅,1.5,手动变速箱(MT),2008,海迅 三厢
d70bd5c412955e4a3de496beea4572cc,华普,华普汽车,海迅,1.5,手动变速箱(MT),2008,海迅 两厢
90ebd5a0d45634662225f05d403c957d,华普,华普汽车,海迅,1.5,手动变速箱(MT),2007,海迅 两厢
721382069f5980d0557d47bc8a80c24c,华普,华普汽车,海迅,1.5,手动变速箱(MT),2007,海迅 MA
a20c73f467929abcb69e524f9e28616d,华普,华普汽车,海迅,1.5,手动变速箱(MT),2006,海迅 AB
920025704aeaa28b5dc735a709b6894c,华普,华普汽车,海迅,1.8,手动变速箱(MT),2008,海迅 三厢
39d98781d53aa62330d68b0f33900436,华普,华普汽车,海迅,1.8,手动变速箱(MT),2007,海迅 两厢
2ce6254d23ee475354abd72c64b159f0,华普,华普汽车,海迅,1.8,手动变速箱(MT),2007,海迅 MA
7df57d6ff4f799a994bbb2255b085351,华普,华普汽车,海迅,1.8,手动变速箱(MT),2006,海迅 AB
ffb572448467756fd2ef6684abd937d5,华普,华普汽车,海锋,1.5,手动变速箱(MT),2009,海锋
98c6620df4e6d373f8201e55681c9b4b,华普,华普汽车,海锋,1.5,手动变速箱(MT),2008,海锋
193cfb4120e1c78b30df065617185e6e,华普,华普汽车,海锋,1.8,手动变速箱(MT),2009,海锋
425f98e6e2ea146f80e77c7025396669,华普,华普汽车,海锋,1.8,手动变速箱(MT),2008,海锋
54143446091719fce1a37b8001cc2548,华普,华普汽车,飓风,1.3,手动变速箱(MT),2005,飓风
f6caf7754d8118071ff29e9a3b36c4f6,华普,华普汽车,飓风,1.3,手动变速箱(MT),2003,飓风
d03146eae13d4f5016e63c682a14f50e,华普,华普汽车,海迅飙风,1.3,手动变速箱(MT),2003,飙风
62dd85154da52c02b18964e586fc3bf0,华阳,华阳,-,1.1,手动变速箱(MT),2009,五菱
779bd4893a120e4f2024119bab5ce983,华阳,华阳,-,1.1,手动变速箱(MT),2008,五菱
086c80d63da4226dc21778dbd85b3a1c,华阳,华阳,-,1.1,手动变速箱(MT),2007,五菱
6eabbddc9269523a3f6fc2ffe85c2c16,汇众,上海汇众,-,2.3,手动变速箱(MT),2009,伊思坦纳
f98a2eba277c37d33a906e8d6edc7632,汇众,上海汇众,-,2.3,手动变速箱(MT),2006,伊思坦纳
f6e057a78ba80ab0241369e1947e7e7c,汇众,上海汇众,-,2.3,手动变速箱(MT),2003,伊思坦纳
0f0d96c54863dd621e68f5d75ea6cfe5,汇众,上海汇众,-,2.3,手动变速箱(MT),2007,德驰
e09313e8ef5e0502de9fd3d2697211e9,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2013,EC7
0116981cb10eebbb361e5b3a8e183e56,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2013,EC7-RV
89b11b57dd85e15cc05ae144a9d5c1b2,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2012,EC7
f50bb928cdb90eb3d848eecd65f58812,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2012,EC7-RV
d5e9a2f8638bc6477f376c626106c801,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2010,EC7-RV
dc6d724934d74edf2ea243b91a518e7a,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2015,EC7
826f4b64c4d692ce07e110739cc174ec,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2014,EC7
947e2533aa06b659cdd291da2f61a230,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2013,EC7
bb46624fdf4118c2c57e186c316ae032,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2013,EC7
f69c441c821b7156cc1444934e720af9,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2013,EC7-RV
e90ba7b0456a117d362125fad78edb28,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2012,EC7
7c20a96ced74e2e076a2cc7d9155e27a,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2012,EC7
0b289e1cbe635db6bcf25aa30b6823de,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2012,EC7-RV
a17379be270f4b15350969b5a3774b54,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2012,EC7-RV
8546aed6cff144e3a1f8fac6d3830310,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2010,EC7
7fa797ef28b0f0e115039bf022818cf7,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2010,EC7
6ac29d174ee2cfcc5db0235e10ff3152,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2010,EC7-RV
0ca71a0de0607722c0b83099881e780d,吉利汽车,吉利汽车,-,1.8,无级变速箱(CVT),2010,EC7-RV
497f02ffaa808fd2e1c2eb3e48c9082b,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2009,EC7
8c8165459e242884a30a035ca42fd42c,吉利汽车,吉利汽车,吉利EC8,1.8,手自一体变速箱(AT),2013,EC8
c0af434735722ee6a8bf8a43ea792f96,吉利汽车,吉利汽车,吉利EC8,2.4,手动变速箱(MT),2012,EC8
6cefab118fd4e7e3a6ad896b7dd1a9b3,吉利汽车,吉利汽车,吉利GX7,2,手自一体变速箱(AT),2012,GX7
b9bc9d71cbd6903121e5887c2c243fc3,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2012,SC6
9e696fa5d2c8b1f080622964c614426f,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2014,SC7
38dff3431d0c3f5eda24d73e26b79f01,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2012,SC7
6aebc37832976bb9c868846ec806f712,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2011,SC7
dffc44a3c30e1eb7158dd762f2ad3f1e,吉利汽车,吉利汽车,-,1.5,手动变速箱(MT),2010,SC7
8169ae3a7daac8cc1ed3cdcd61315554,吉利汽车,吉利汽车,-,1.8,手自一体变速箱(AT),2012,SC7
97a8ded4e8d23068bfb40d36b2628f21,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2011,SC7
551038a65e65262fb2d69dd4f438b8b2,吉利汽车,吉利汽车,-,1.8,手动变速箱(MT),2010,SC7
7de3554fef79f7422c79be3d2f42df4d,吉利汽车,吉利汽车,英伦TX4,2.4,手动变速箱(MT),2012,定制商务型
4aaa76457b4ea1bd22513235ce36491d,吉利汽车,吉利汽车,英伦TX4,2.4,手动变速箱(MT),2010,TX4
a4b7733c42f66df299c54525bf7e681d,吉利汽车,吉利汽车,英伦TX4,2.5TD,手动变速箱(MT),2012,定制商务型
dbcb98ccdb059c44571eed0b0c4ec6ae,吉利汽车,吉利汽车,英伦TX4,2.5TD,自动变速箱(AT),2012,定制商务型
af50da5c4d085dc96eec6467f753c64e,吉利汽车,吉利汽车,优利欧,1,手动变速箱(MT),2007,优利欧
8ce776b68ba6973f536249c80bcff6a3,吉利汽车,吉利汽车,优利欧,1.3,手动变速箱(MT),2007,优利欧
0b1758f2fde25ae3fff84f079733d667,吉利汽车,吉利汽车,优利欧,1.3,手动变速箱(MT),2005,优利欧
ea43341434e6325775337a4b380f9ad8,吉利汽车,吉利汽车,优利欧,1.3,手动变速箱(MT),2003,优利欧
55c6713cd8a6233cab075cd49e454874,吉利汽车,吉利汽车,优利欧,1.3,手动变速箱(MT),2002,优利欧
9ef2716acd92d6c45ad0f6dd682adecc,吉利汽车,吉利汽车,博越,1.8T,手自一体变速箱(AT),2017,博越
49b10f946d67b8bc868cf9c41db68a71,吉利汽车,吉利汽车,帝豪-三厢,1.5,手动变速箱(MT),2018,帝豪 三厢
d80d7fce560bc44af5085fe730d17d5a,吉利汽车,吉利汽车,帝豪-三厢,1.5,无级变速箱(CVT),2018,帝豪 三厢
3dc191680cd93d527307b44099249cdb,吉利汽车,吉利汽车,帝豪-三厢,1.8,手动变速箱(MT),2018,帝豪 三厢
4d010391313989c8cf862739529331de,吉利汽车,吉利汽车,帝豪新能源,1.8,电子无级变速箱(E-CVT),2016,帝豪PHEV 三厢
67f953855507dd8141e4b3cb97890791,吉利汽车,吉利汽车,帝豪-三厢,1.8,手动变速箱(MT),2015,帝豪 三厢
39c732e48ad481433a595fa8210d9a0d,吉利汽车,吉利汽车,帝豪GL,1.8T,手动变速箱(MT),2015,帝豪GL
9b7838a64b89e2adb34017239f5e897a,吉利汽车,吉利汽车,熊猫,1,手动变速箱(MT),2008,熊猫
7c8a519d4baf501c556ef33460233af8,吉利汽车,吉利汽车,熊猫,1.3,自动变速箱(AT),2008,熊猫
62e12cd432ae551c959d4ac3d8924d2e,吉利汽车,吉利汽车,美人豹,1.3,手动变速箱(MT),2005,豹风GT
b01cf9582805fc7269baf92b93728988,吉利汽车,吉利汽车,美人豹,1.3,手动变速箱(MT),2003,美人豹
ab579fb2ca49e7e3ac040b4af9bc1db6,吉利汽车,吉利汽车,美人豹,1.5,手动变速箱(MT),2007,美人豹
88f85ebb707d99be2a99dd5fb0a8ef54,吉利汽车,吉利汽车,美人豹,1.5,自动变速箱(AT),2007,美人豹
4497aea605fde151ddd6d84ae10566e4,吉利汽车,吉利汽车,美人豹,1.5,手动变速箱(MT),2006,美人豹
72f430b8f44409817d53b3bc5dbfc143,吉利汽车,吉利汽车,美人豹,1.5,手动变速箱(MT),2003,美人豹
2dd56837fb7989d6ea87490cc3145069,吉利汽车,吉利汽车,英伦C5美日之星,1.3,手动变速箱(MT),2005,美日之星
56e8ff6f0848a3dbdaac7576b06f52c1,吉利汽车,吉利汽车,美日,1.3,手动变速箱(MT),2004,美日
fe551bd683b6826bd04629a534f49919,吉利汽车,吉利汽车,美日,1.3,手动变速箱(MT),2002,美日
fb5baf2fecbb15ceb3228958b7aa67d6,吉利汽车,吉利汽车,美日,1.3,手动变速箱(MT),2001,美日
ed8e9723f6c7867abf403b29503ab7a3,吉利汽车,吉利汽车,英伦C5美日之星,1.5,手动变速箱(MT),2005,美日之星
f72bfe0bae39842fa986f13c8b0b68ac,吉利汽车,吉利汽车,自由舰,1.3,手动变速箱(MT),2008,自由舰
f43e42bd5f69869e4db48e8e0ffb044f,吉利汽车,吉利汽车,自由舰,1.5,手动变速箱(MT),2009,自由舰
695fafd16a520c65fcf16f363a52b599,吉利汽车,吉利汽车,自由舰,1.5,手动变速箱(MT),2007,自由舰
afa517f8b8ef93e9b87444e1267b6b7b,吉利汽车,吉利汽车,自由舰,1.6,手动变速箱(MT),2006,自由舰
3c9fad2649bb2093855607d44ae20922,吉利汽车,吉利汽车,豪情 SRV,1,手动变速箱(MT),2007,豪情 SRV
6ebc80bebd966c13636499c579724ebb,吉利汽车,吉利汽车,豪情 SRV,1,手动变速箱(MT),2006,豪情 SRV
9830572b7db24fb54f2e4de50ac9ac7b,吉利汽车,吉利汽车,豪情 SRV,1,手动变速箱(MT),2004,豪情 SRV
0167ee74928a00c35ce97e4cde9bc5a6,吉利汽车,吉利汽车,豪情,1,手动变速箱(MT),2001,豪情
5d6c170c0be2975613edd52d7f9e8fa7,吉利汽车,吉利汽车,豪情,1,手动变速箱(MT),2000,豪情
c6c1290afc423d300d37996124f87aa0,吉利汽车,吉利汽车,豪情 SRV,1.3,手动变速箱(MT),2007,豪情 SRV
ccd945c12aef1135da395667c319af82,吉利汽车,吉利汽车,豪情,1.3,手动变速箱(MT),2000,豪情
514cb537916e440baaee2f3a7db742be,吉利汽车,吉利汽车,豪情 SRV,1.5,自动变速箱(AT),2005,豪情 SRV
9cfd51f07b4a51c3bb0b4f5be31c3169,吉利汽车,吉利汽车,远景,1.8,手动变速箱(MT),2016,远景
5572c6b42a34ea74c7bfc1b47c1b7f3e,吉利汽车,吉利汽车,远景,1.8,手动变速箱(MT),2014,远景
195f66acd0905676bfffef4dea99aebe,吉利汽车,吉利汽车,远景,1.8,手动变速箱(MT),2009,远景
db9053cd0e4ee602d690b3f92e46f692,吉利汽车,吉利汽车,远景,1.8,手动变速箱(MT),2008,远景
c79899fc8ca2540f133a86dc4f0f4834,吉利汽车,吉利汽车,金刚2代,1.5,手动变速箱(MT),2013,金刚 2代
5e56bc101af8176ea93578dfa7d2e395,吉利汽车,吉利汽车,金刚,1.5,自动变速箱(AT),2010,金刚
d0d8ed63cbf5eba6a6793381bb6a4dfa,吉利汽车,吉利汽车,金刚,1.5,手动变速箱(MT),2009,金刚
77087866eb7fa385f5c633eb9b7d11dc,吉利汽车,吉利汽车,金鹰,1.5,自动变速箱(AT),2009,金鹰
ed835dab134f0dd14c9233b261dddd49,江淮,江淮汽车,同悦RS,1.3,序列变速箱,2010,同悦 RS
a0642717877985dbc9e2f5dc0a8fd227,江淮,江淮汽车,和悦,1.5,手动变速箱(MT),2013,和悦RS
7d146e7cec94e9fddd12f5141ed78a65,江淮,江淮汽车,和悦,1.5,手动变速箱(MT),2012,和悦RS
19440abbfa7f0b188bbda217c8cde1b6,江淮,江淮汽车,和悦,1.5,手动变速箱(MT),2011,和悦RS
58656b9641832d88a8492c3f2dd9e43a,江淮,江淮汽车,和悦,1.8,手动变速箱(MT),2013,和悦RS
392e28d12440e04edac2a23622bb465a,江淮,江淮汽车,和悦,1.8,自动变速箱(AT),2013,和悦RS
64a1b2f835953967dbafb545aaff4b38,江淮,江淮汽车,和悦,1.8,手动变速箱(MT),2012,和悦RS
aba6911e2f9352a811afd6180ed5c9ee,江淮,江淮汽车,和悦,1.8,自动变速箱(AT),2012,和悦RS
9d888984ad9f0856a4be4c1aec8f0126,江淮,江淮汽车,和悦,1.8,手动变速箱(MT),2011,和悦RS
56d72428f68d9fd725637d14d7de26ee,江淮,江淮汽车,和悦,1.8,自动变速箱(AT),2011,和悦RS
c1ce2a4b38d4c0eaeb87a723b87cbf7c,江淮,江淮汽车,和悦,1.8,手动变速箱(MT),2010,和悦RS
ad23f9bc622ae652f7c02043a6f441e2,江淮,江淮汽车,宾悦,2,手动变速箱(MT),2007,宾悦
10eed403475119e73522c976ad39150b,江淮,江淮汽车,宾悦,2.4,手动变速箱(MT),2007,宾悦
e7360d22b669d728b13e10303708f11f,江淮,江淮汽车,瑞风S5,1.5T,双离合变速箱(DCT),2016,瑞风S5
f89bda6c8a8c0d598c42aad812be995c,江淮,江淮汽车,瑞风S5,1.5T,手动变速箱(MT),2016,瑞风S5
705d654bb2ffef463b7418a6e2e37839,江淮,江淮汽车,瑞风S2,1.6,无级变速箱(CVT),2017,瑞风S2
bb8ec9d5a52fbe8aaa9733a53ed934cd,江淮,江淮汽车,瑞风祥和,1.8,手动变速箱(MT),2012,瑞风祥和
9426b56dc54771f64a561b83867101d6,江淮,江淮汽车,-,1.8T,手动变速箱(MT),2012,瑞风II和畅
0ed5f5d6712353e17bd517124decade5,江淮,江淮汽车,-,1.8TD,手动变速箱(MT),2012,瑞风II和畅
7c44238cbf2a50cda77e156012d6e106,江淮,江淮汽车,瑞风穿梭,1.8TD,手动变速箱(MT),2012,瑞风穿梭
93d342763cc854da5c0f4dd085cf40e8,江淮,江淮汽车,-,1.9TD,手动变速箱(MT),2012,瑞风II和畅
85a1ea0cfe0a002efe5859df3bd38064,江淮,江淮汽车,瑞风祥和,2,手动变速箱(MT),2011,瑞风祥和
b0579f2e4b70738f3e549ca01d01e046,江淮,江淮汽车,瑞风I,2,手动变速箱(MT),2010,瑞风I
27cff455ca791d9b69b3f2a97b36c135,江淮,江淮汽车,瑞风I,2,手动变速箱(MT),2009,瑞风I
274c9419d0be3fd32072eac8d1ea8669,江淮,江淮汽车,瑞风,2,手动变速箱(MT),2008,瑞风
c2237cad0bd8fed56f54079804c2019e,江淮,江淮汽车,瑞风,2,手动变速箱(MT),2007,瑞风
234b1930d2a3a7da8b31802c271e16ea,江淮,江淮汽车,瑞风I,2,手动变速箱(MT),2007,瑞风I
48ef22680cf16d99107b4b2fe0eb8302,江淮,江淮汽车,瑞风穿梭,2,手动变速箱(MT),2007,瑞风穿梭
55343bc20cbe1daed7ceb1b097fb517b,江淮,江淮汽车,瑞风,2,手动变速箱(MT),2006,瑞风
7601dac9e11f8eff4eb11f40e1d785d7,江淮,江淮汽车,瑞风穿梭,2,手动变速箱(MT),2006,瑞风穿梭
930b86fc1cd26fbd11432c0b7dc7b831,江淮,江淮汽车,-,2.0T,手动变速箱(MT),2012,瑞风II和畅
7710cc05bdb31723a1d19123a9797def,江淮,江淮汽车,-,2.0T,手自一体变速箱(AT),2012,瑞风II和畅
c44f56b04c34e8c7c7a10b7103cf666c,江淮,江淮汽车,-,2.0T,手动变速箱(MT),2011,瑞风II和畅
6ccd26ecdee285f8331ab35d0b8e4743,江淮,江淮汽车,瑞风祥和,2.0T,手动变速箱(MT),2010,瑞风祥和
b7606a7ad2b88c68f53a8fca391d1b9d,江淮,江淮汽车,瑞风祥和,2.0T,手动变速箱(MT),2009,瑞风祥和
724766834b70929f9b13e0b5200fe5cb,江淮,江淮汽车,瑞风祥和,2.0T,手动变速箱(MT),2008,瑞风祥和
322a8d00f2dba2813a7479cc47e789e1,江淮,江淮汽车,瑞风,2.0T,手动变速箱(MT),2004,瑞风
c43903ead6fb267403f4a19f6bbd59e6,江淮,江淮汽车,瑞风一家亲,2.4,手动变速箱(MT),2009,瑞风一家亲
b60de717029506e3b23f22127190c4ce,江淮,江淮汽车,瑞风彩色之旅,2.4,手动变速箱(MT),2009,瑞风彩色之旅
0c1e13a69fed76cc04ca67c90af02f1a,江淮,江淮汽车,瑞风I,2.4,手动变速箱(MT),2007,瑞风I
78fd06ca24108f4091a78dc31ecc8613,江淮,江淮汽车,瑞风I,2.4,自动变速箱(AT),2007,瑞风I
18df554cef13027d016c22802a0d1fd2,江淮,江淮汽车,瑞风,2.4,手动变速箱(MT),2006,瑞风
a1209df6fd0edfaa5a5713963d6705a0,江淮,江淮汽车,瑞风,2.4,自动变速箱(AT),2006,瑞风
fcfe3e317aeb3f924530faaa2b732d6d,江淮,江淮汽车,瑞风I,2.4,手动变速箱(MT),2006,瑞风I
840f34b3cc76a804744f8b936a8b5ad2,江淮,江淮汽车,瑞风I,2.4,自动变速箱(AT),2006,瑞风I
75ff283d4ae212d556c562b5c017221f,江淮,江淮汽车,-,2.4,手动变速箱(MT),2006,瑞风II
2aa0c7a06e0128544b4eec8bfbeaf4d1,江淮,江淮汽车,-,2.4,自动变速箱(AT),2006,瑞风II
21377d5ef1ac2fb3cc2f7268ba1f0054,江淮,江淮汽车,瑞风彩色之旅,2.4,手动变速箱(MT),2006,瑞风彩色之旅
f9b9881d72c1802323b929a45d1dd9fe,江淮,江淮汽车,瑞风彩色之旅,2.4,手动变速箱(MT),2005,瑞风彩色之旅
d655ca1e4b8b44ae33fc2658da32db54,江淮,江淮汽车,瑞风祥和,2.4,自动变速箱(AT),2005,瑞风祥和
ab38cfc1252ed9ab0c551fc4d7ef05b9,江淮,江淮汽车,瑞风,2.4,手动变速箱(MT),2002,瑞风
97ecb279aab8fcc53745c7a1c555f17b,江淮,江淮汽车,瑞风,2.4,自动变速箱(AT),2002,瑞风
99cca7249b41952397b33cdecf9894cd,江淮,江淮汽车,瑞风,2.5TD,手动变速箱(MT),2008,瑞风
51559f8095a7a170034e7dafd6ec28fc,江淮,江淮汽车,瑞风祥和,2.5TD,手动变速箱(MT),2007,瑞风祥和
8c215b13cd71c34255ab47760bf5fcec,江淮,江淮汽车,-,2.5TD,手动变速箱(MT),2006,瑞风II
63996156ae638be64aa41be0ea23d5df,江淮,江淮汽车,瑞风彩色之旅,2.5TD,手动变速箱(MT),2006,瑞风彩色之旅
5bf3b4238f9f12c61bc62c42e23e8d90,江淮,江淮汽车,瑞风,2.5TD,手动变速箱(MT),2005,瑞风
aa50fee9cecaef36bfc73866302aa524,江淮,江淮汽车,瑞风彩色之旅,2.5TD,手动变速箱(MT),2005,瑞风彩色之旅
c1a15ec01a120fd42a7a8e7851c44aba,江淮,江淮汽车,瑞风祥和,2.5TD,手动变速箱(MT),2005,瑞风祥和
4ade98698c97878971aa89bea6adee96,江淮,江淮汽车,瑞风,2.5TD,手动变速箱(MT),2004,瑞风
4589736040e9064eff28ab1f155f1f5e,江淮,江淮汽车,瑞风,2.5TD,手动变速箱(MT),2002,瑞风
52c6f3e62924f9fa8d57c956be87f27d,江淮,江淮汽车,瑞风穿梭,2.8TD,手动变速箱(MT),2008,瑞风穿梭
3198ac05365834ca160afab682eaaeba,江淮,江淮汽车,瑞风穿梭,2.8TD,手动变速箱(MT),2007,瑞风穿梭
bf4c89a720acf9ea1d1537528ff334c7,江淮,江淮汽车,瑞鹰,1.8,手动变速箱(MT),2012,瑞鹰
7f94ce8a7474a93cff8399fcb74deee2,江淮,江淮汽车,瑞鹰,1.8T,序列变速箱,2012,瑞鹰
7c270a42497f372345827e54e4efe53d,江淮,江淮汽车,瑞鹰,1.9TD,手动变速箱(MT),2009,瑞鹰
38d46e192a694228f468849e65394e5f,江淮,江淮汽车,瑞鹰,1.9TD,手动变速箱(MT),2008,瑞鹰
1da0813a0262c450fd8f489cf18a210c,江淮,江淮汽车,瑞鹰,2,手动变速箱(MT),2012,瑞鹰
b4c7f42dcc3c16a83b1e212b2d6668d9,江淮,江淮汽车,瑞鹰,2,手动变速箱(MT),2010,瑞鹰
4ee3ceeb7e8662d32d0e841bb5890896,江淮,江淮汽车,瑞鹰,2,手动变速箱(MT),2008,瑞鹰
43666448b6b736e95e7f5b260039502e,江淮,江淮汽车,瑞鹰,2.0T,序列变速箱,2009,瑞鹰
bc80d4cb0b115a83752ea186205478dd,江淮,江淮汽车,瑞鹰,2.4,手动变速箱(MT),2012,瑞鹰
19c9093e9034b81b2109657a501c1cd2,江淮,江淮汽车,瑞鹰,2.4,手动变速箱(MT),2009,瑞鹰
7998dc1437383600122bbe949337dd11,江淮,江淮汽车,瑞鹰,2.4,手动变速箱(MT),2006,瑞鹰
450f90ba67ae5e426d9c0dc47142a049,Jeep,北京吉普,JEEP2500,2.5,手动变速箱(MT),2003,JEEP 2500
f88c45f5056329fbcbd38cfdc90f19ec,Jeep,北京吉普,JEEP2500,4,手动变速箱(MT),2003,JEEP 2500
0da87a29671f0cd4164f5c8bce614d5d,Jeep,北京吉普,大切诺基,2.5,手动变速箱(MT),2001,超级切诺基
643d6a22c2fb8962f3f0c697394d2463,Jeep,北京吉普,大切诺基,2.5,手动变速箱(MT),2000,切诺基
d50f81a661f655a4828a864a898c491e,Jeep,北京吉普,大切诺基,4,手动变速箱(MT),2001,超级切诺基
67e96e26e645dffad3f0bc28bfeda433,Jeep,北京吉普,-,2.5,手动变速箱(MT),2001,城市猎人
f7b8dee5e22125e6db75d39bad9c676b,Jeep,北京吉普,-,2.5,手动变速箱(MT),2000,城市猎人
fc26eb74e4e94a41571f53b9f10ef7a6,Jeep,北京吉普,大切诺基,4,自动变速箱(AT),2006,大切诺基 4000
c149c7497f771f29fc2e237be02af350,Jeep,北京吉普,大切诺基,4,自动变速箱(AT),2003,大切诺基 4000
fd05da033deb7b3bd0daa69faa37e0a0,Jeep,北京吉普,大切诺基,4.7,自动变速箱(AT),2006,大切诺基 4700
f32a11103a965e8b545b9d00c36d978c,Jeep,北京吉普,大切诺基,4.7,自动变速箱(AT),2001,大切诺基 4700
9ab82f4b7d166c53771f0673724ddd90,Jeep,广汽菲克Jeep,指南者,1.4T,手自一体变速箱(AT),2018,指南者
9bec2d0bc917ef8723c1bb53d58fa344,Jeep,Jeep(进口),指挥官经典,3.0D,自动变速箱(AT),2008,COMMANDER [指挥官]
b9fd06f3be0319182ae52c7e6528a87b,Jeep,Jeep(进口),指挥官经典,3.0D,自动变速箱(AT),2005,COMMANDER [指挥官]
